O1,2002,Registered Electors,11159358,,,11159358,,,
O1,2002,Voters,8098268,72.6,,8098268,72.6,,
O1,2002,Blank or Invalid Ballots,149438,1.8,,131278,1.6,,
O1,2002,Valid Votes,7948830,98.2,,7966990,98.4,,
O1,2002,Social Democratic Party of Germany (SPD),3126394,39.3,38,3171713,39.8,8,46
O1,2002,Christian Democratic Union (CDU),2509550,31.6,16,2344429,29.4,17,33
O1,2002,Free Democratic Party (F.D.P.),495005,6.2,0,522409,6.6,6,6
O1,2002,Alliance 90/The Greens,256608,3.2,0,332848,4.2,5,5
O1,2002,Party of Democratic Socialism (PDS),1430249,18.0,0,1292298,16.2,0,0
O1,2002,Schill Party for Germany,19650,0.2,0,92019,1.2,0,0
O1,2002,The Republicans,4504,0.1,0,40414,0.5,0,0
O1,2002,Others,106870,1.3,0,170860,2.1,0,0
O2,2002,Registered Electors,12154336,,,12154336,,,
O2,2002,Voters,8849649,72.8,,8849649,72.8,,
O2,2002,Blank or Invalid Ballots,159966,1.8,,140298,1.6,,
O2,2002,Valid Votes,8689683,98.2,,8709351,98.4,,
O2,2002,Social Democratic Party of Germany (SPD),3395947,39.1,,3460451,39.7,,
O2,2002,Christian Democratic Union (CDU),2631929,30.3,,2462748,28.3,,
O2,2002,Party of Democratic Socialism (PDS),1671716,19.2,,1474566,16.9,,
O2,2002,Free Democratic Party (F.D.P.),522385,6.0,,556301,6.4,,
O2,2002,Alliance 90/The Greens,314289,3.6,,411149,4.7,,
O2,2002,Schill Party for Germany,20241,0.2,,106189,1.2,,
O2,2002,The Republicans,4813,0.1,,45557,0.5,,
O2,2002,Others,128363,1.5,,192390,2.2,,
SH,2002,Registered Electors,2172756,,,2172756,,,
SH,2002,Voters,1753226,80.7,,1753226,80.7,,
SH,2002,Blank or Invalid Ballots,21956,1.3,,18267,1.0,,
SH,2002,Valid Votes,1731270,98.7,,1734959,99.0,,
SH,2002,Social Democratic Party of Germany (SPD),827708,47.8,10,743838,42.9,0,10
SH,2002,Christian Democratic Union (CDU),691470,39.9,1,625100,36.0,7,8
SH,2002,Alliance 90/The Greens,86292,5.0,0,162425,9.4,2,2
SH,2002,Free Democratic Party (F.D.P.),91615,5.3,0,139417,8.0,2,2
SH,2002,Schill Party for Germany,,,,26294,1.5,0,0
SH,2002,Party of Democratic Socialism (PDS),20998,1.2,0,22579,1.3,0,0
SH,2002,The Republicans,,,,2442,0.1,0,0
SH,2002,Others,13187,0.8,0,12864,0.7,0,0
HH,2002,Registered Electors,1221783,,,1221783,,,
HH,2002,Voters,972418,79.6,,972418,79.6,,
HH,2002,Blank or Invalid Ballots,11323,1.2,,8980,0.9,,
HH,2002,Valid Votes,961095,98.8,,963438,99.1,,
HH,2002,Social Democratic Party of Germany (SPD),496329,51.6,6,404738,42.0,0,6
HH,2002,Christian Democratic Union (CDU),311663,32.4,0,270318,28.1,4,4
HH,2002,Alliance 90/The Greens,83956,8.7,0,156010,16.2,2,2
HH,2002,Free Democratic Party (F.D.P.),45522,4.7,0,65574,6.8,1,1
HH,2002,Schill Party for Germany,,,,40309,4.2,0,0
HH,2002,Party of Democratic Socialism (PDS),15298,1.6,0,20253,2.1,0,0
HH,2002,The Republicans,,,,1201,0.1,0,0
HH,2002,Others,8327,0.9,0,5035,0.5,0,0
NI,2002,Registered Electors,6035170,,,6035170,,,
NI,2002,Voters,4886327,81.0,,4886327,81.0,,
NI,2002,Blank or Invalid Ballots,56690,1.2,,40094,0.8,,
NI,2002,Valid Votes,4829637,98.8,,4846233,99.2,,
NI,2002,Social Democratic Party of Germany (SPD),2419299,50.1,25,2318625,47.8,6,31
NI,2002,Christian Democratic Union (CDU),1812370,37.5,4,1673495,34.5,18,22
NI,2002,Alliance 90/The Greens,247447,5.1,0,353644,7.3,5,5
NI,2002,Free Democratic Party (F.D.P.),262227,5.4,0,342990,7.1,5,5
NI,2002,Party of Democratic Socialism (PDS),50007,1.0,0,50380,1.0,0,0
NI,2002,Schill Party for Germany,15980,0.3,0,43165,0.9,0,0
NI,2002,The Republicans,,,,13972,0.3,0,0
NI,2002,Others,22307,0.5,0,49962,1.0,0,0
HB,2002,Registered Electors,484493,,,484493,,,
HB,2002,Voters,382009,78.8,,382009,78.8,,
HB,2002,Blank or Invalid Ballots,4368,1.1,,4385,1.1,,
HB,2002,Valid Votes,377641,98.9,,377624,98.9,,
HB,2002,Social Democratic Party of Germany (SPD),205852,54.5,2,183368,48.6,0,2
HB,2002,Christian Democratic Union (CDU),97455,25.8,0,92774,24.6,1,1
HB,2002,Alliance 90/The Greens,38638,10.2,0,56632,15.0,1,1
HB,2002,Free Democratic Party (F.D.P.),18073,4.8,0,25306,6.7,0,0
HB,2002,Party of Democratic Socialism (PDS),7062,1.9,0,8443,2.2,0,0
HB,2002,Schill Party for Germany,7706,2.0,0,6406,1.7,0,0
HB,2002,The Republicans,,,,940,0.2,0,0
HB,2002,Others,2855,0.8,0,3755,1.0,0,0
NW,2002,Registered Electors,13179091,,,13179091,,,
NW,2002,Voters,10581411,80.3,,10581411,80.3,,
NW,2002,Blank or Invalid Ballots,125503,1.2,,108851,1.0,,
NW,2002,Valid Votes,10455908,98.8,,10472560,99.0,,
NW,2002,Social Democratic Party of Germany (SPD),4977190,47.6,45,4499388,43.0,15,60
NW,2002,Christian Democratic Union (CDU),4017024,38.4,19,3675732,35.1,30,49
NW,2002,Free Democratic Party (F.D.P.),672985,6.4,0,978841,9.3,13,13
NW,2002,Alliance 90/The Greens,556814,5.3,0,930684,8.9,12,12
NW,2002,Party of Democratic Socialism (PDS),118396,1.1,0,125446,1.2,0,0
NW,2002,Schill Party for Germany,68915,0.7,0,70993,0.7,0,0
NW,2002,The Republicans,4035,0.0,0,40669,0.4,0,0
NW,2002,Others,40549,0.4,0,150807,1.4,0,0
HE,2002,Registered Electors,4344854,,,4344854,,,
HE,2002,Voters,3480327,80.1,,3480327,80.1,,
HE,2002,Blank or Invalid Ballots,75117,2.2,,66004,1.9,,
HE,2002,Valid Votes,3405210,97.8,,3414323,98.1,,
HE,2002,Social Democratic Party of Germany (SPD),1542548,45.3,17,1355496,39.7,1,18
HE,2002,Christian Democratic Union (CDU),1372694,40.3,4,1266054,37.1,13,17
HE,2002,Alliance 90/The Greens,217691,6.4,0,366032,10.7,5,5
HE,2002,Free Democratic Party (F.D.P.),191504,5.6,0,280927,8.2,4,4
HE,2002,Party of Democratic Socialism (PDS),43383,1.3,0,45891,1.3,0,0
HE,2002,The Republicans,7709,0.2,0,26433,0.8,0,0
HE,2002,Schill Party for Germany,3459,0.1,0,22381,0.7,0,0
HE,2002,Others,26222,0.8,0,51109,1.5,0,0
RP,2002,Registered Electors,3051076,,,3051076,,,
RP,2002,Voters,2441460,80.0,,2441460,80.0,,
RP,2002,Blank or Invalid Ballots,53170,2.2,,38674,1.6,,
RP,2002,Valid Votes,2388290,97.8,,2402786,98.4,,
RP,2002,Christian Democratic Union (CDU),1026626,43.0,8,967011,40.2,5,13
RP,2002,Social Democratic Party of Germany (SPD),1026869,43.0,7,918736,38.2,5,12
RP,2002,Free Democratic Party (F.D.P.),181597,7.6,0,223761,9.3,3,3
RP,2002,Alliance 90/The Greens,113789,4.8,0,190645,7.9,2,2
RP,2002,Party of Democratic Socialism (PDS),20455,0.9,0,24099,1.0,0,0
RP,2002,The Republicans,2721,0.1,0,23450,1.0,0,0
RP,2002,Schill Party for Germany,,,,13755,0.6,0,0
RP,2002,Others,16233,0.7,0,41329,1.7,0,0
BW,2002,Registered Electors,7418781,,,7418781,,,
BW,2002,Voters,6017608,81.1,,6017608,81.1,,
BW,2002,Blank or Invalid Ballots,97438,1.6,,77749,1.3,,
BW,2002,Valid Votes,5920170,98.4,,5939859,98.7,,
BW,2002,Christian Democratic Union (CDU),2740768,46.3,30,2543789,42.8,4,34
BW,2002,Social Democratic Party of Germany (SPD),2259095,38.2,7,1989524,33.5,20,27
BW,2002,Alliance 90/The Greens,431269,7.3,0,676342,11.4,9,9
BW,2002,Free Democratic Party (F.D.P.),368727,6.2,0,461801,7.8,6,6
BW,2002,The Republicans,6543,0.1,0,65462,1.1,0,0
BW,2002,Party of Democratic Socialism (PDS),51472,0.9,0,56156,0.9,0,0
BW,2002,Schill Party for Germany,2034,0.0,0,27878,0.5,0,0
BW,2002,Others,60262,1.0,0,118907,2.0,0,0
BY,2002,Registered Electors,9101493,,,9101493,,,
BY,2002,Voters,7416233,81.5,,7416233,81.5,,
BY,2002,Blank or Invalid Ballots,101572,1.4,,53619,0.7,,
BY,2002,Valid Votes,7314661,98.6,,7362614,99.3,,
BY,2002,Christian Social Union (CSU),4311178,58.9,43,4315080,58.6,15,58
BY,2002,Social Democratic Party of Germany (SPD),2128729,29.1,1,1922551,26.1,25,26
BY,2002,Alliance 90/The Greens,431884,5.9,0,562483,7.6,7,7
BY,2002,Free Democratic Party (F.D.P.),298096,4.1,0,332675,4.5,4,4
BY,2002,The Republicans,27065,0.4,0,50118,0.7,0,0
BY,2002,Party of Democratic Socialism (PDS),44438,0.6,0,49515,0.7,0,0
BY,2002,Schill Party for Germany,,,,16809,0.2,0,0
BY,2002,Others,73271,1.0,0,113383,1.5,0,0
SL,2002,Registered Electors,821218,,,821218,,,
SL,2002,Voters,657158,80.0,,657158,80.0,,
SL,2002,Blank or Invalid Ballots,15500,2.4,,14197,2.2,,
SL,2002,Valid Votes,641658,97.6,,642961,97.8,,
SL,2002,Social Democratic Party of Germany (SPD),322148,50.2,4,295521,46.0,0,4
SL,2002,Christian Democratic Union (CDU),240021,37.4,0,224842,35.0,3,3
SL,2002,Alliance 90/The Greens,24094,3.8,0,48602,7.6,1,1
SL,2002,Free Democratic Party (F.D.P.),28785,4.5,0,41110,6.4,1,1
SL,2002,Party of Democratic Socialism (PDS),7346,1.1,0,9000,1.4,0,0
SL,2002,Schill Party for Germany,,,,5986,0.9,0,0
SL,2002,The Republicans,,,,2802,0.4,0,0
SL,2002,Others,19264,3.0,0,15098,2.3,0,0
BE,2002,Registered Electors,2442795,,,2442795,,,
BE,2002,Voters,1896316,77.6,,1896316,77.6,,
BE,2002,Blank or Invalid Ballots,28962,1.5,,24183,1.3,,
BE,2002,Valid Votes,1867354,98.5,,1872133,98.7,,
BE,2002,Social Democratic Party of Germany (SPD),727806,39.0,9,685170,36.6,0,9
BE,2002,Christian Democratic Union (CDU),516871,27.7,0,484017,25.9,6,6
BE,2002,Alliance 90/The Greens,205312,11.0,1,274008,14.6,3,4
BE,2002,Party of Democratic Socialism (PDS),270099,14.5,2,212642,11.4,0,2
BE,2002,Free Democratic Party (F.D.P.),98660,5.3,0,124004,6.6,2,2
BE,2002,Schill Party for Germany,2586,0.1,0,34481,1.8,0,0
BE,2002,The Republicans,3370,0.2,0,12768,0.7,0,0
BE,2002,Others,42650,2.3,0,45043,2.4,0,0
MV,2002,Registered Electors,1412019,,,1412019,,,
MV,2002,Voters,996580,70.6,,996580,70.6,,
MV,2002,Blank or Invalid Ballots,24993,2.5,,23485,2.4,,
MV,2002,Valid Votes,971587,97.5,,973095,97.6,,
MV,2002,Social Democratic Party of Germany (SPD),411575,42.4,5,405415,41.7,0,5
MV,2002,Christian Democratic Union (CDU),306162,31.5,2,294746,30.3,2,4
MV,2002,Free Democratic Party (F.D.P.),46988,4.8,0,52816,5.4,1,1
MV,2002,Party of Democratic Socialism (PDS),159292,16.4,0,158823,16.3,0,0
MV,2002,Alliance 90/The Greens,30804,3.2,0,34180,3.5,0,0
MV,2002,Schill Party for Germany,13414,1.4,0,16049,1.6,0,0
MV,2002,The Republicans,,,,2876,0.3,0,0
MV,2002,Others,3352,0.3,0,8190,0.8,0,0
BB,2002,Registered Electors,2101025,,,2101025,,,
BB,2002,Voters,1547957,73.7,,1547957,73.7,,
BB,2002,Blank or Invalid Ballots,24599,1.6,,21451,1.4,,
BB,2002,Valid Votes,1523358,98.4,,1526506,98.6,,
BB,2002,Social Democratic Party of Germany (SPD),687483,45.1,10,707871,46.4,0,10
BB,2002,Christian Democratic Union (CDU),353169,23.2,0,339868,22.3,4,4
BB,2002,Free Democratic Party (F.D.P.),89475,5.9,0,88685,5.8,1,1
BB,2002,Alliance 90/The Greens,52563,3.5,0,68765,4.5,1,1
BB,2002,Party of Democratic Socialism (PDS),313883,20.6,0,263228,17.2,0,0
BB,2002,Schill Party for Germany,6236,0.4,0,26107,1.7,0,0
BB,2002,Others,20549,1.3,0,31982,2.1,0,0
ST,2002,Registered Electors,2108941,,,2108941,,,
ST,2002,Voters,1451093,68.8,,1451093,68.8,,
ST,2002,Blank or Invalid Ballots,23673,1.6,,20503,1.4,,
ST,2002,Valid Votes,1427420,98.4,,1430590,98.6,,
ST,2002,Social Democratic Party of Germany (SPD),607372,42.6,10,618016,43.2,0,10
ST,2002,Christian Democratic Union (CDU),442816,31.0,0,415486,29.0,6,6
ST,2002,Free Democratic Party (F.D.P.),100322,7.0,0,108267,7.6,1,1
ST,2002,Alliance 90/The Greens,37457,2.6,0,48574,3.4,1,1
ST,2002,Party of Democratic Socialism (PDS),225261,15.8,0,206129,14.4,0,0
ST,2002,Others,14192,1.0,0,34118,2.4,0,0
TH,2002,Registered Electors,1965378,,,1965378,,,
TH,2002,Voters,1470341,74.8,,1470341,74.8,,
TH,2002,Blank or Invalid Ballots,26103,1.8,,20642,1.4,,
TH,2002,Valid Votes,1444238,98.2,,1449699,98.6,,
TH,2002,Social Democratic Party of Germany (SPD),581350,40.3,9,578726,39.9,0,9
TH,2002,Christian Democratic Union (CDU),451044,31.2,1,426162,29.4,5,6
TH,2002,Free Democratic Party (F.D.P.),84923,5.9,0,84882,5.9,1,1
TH,2002,Alliance 90/The Greens,45405,3.1,0,61799,4.3,1,1
TH,2002,Party of Democratic Socialism (PDS),274990,19.0,0,245789,17.0,0,0
TH,2002,Schill Party for Germany,,,,18298,1.3,0,0
TH,2002,The Republicans,,,,11348,0.8,0,0
TH,2002,Others,6526,0.5,0,22695,1.6,0,0
SN,2002,Registered Electors,3571995,,,3571995,,,
SN,2002,Voters,2632297,73.7,,2632297,73.7,,
SN,2002,Blank or Invalid Ballots,50070,1.9,,45197,1.7,,
SN,2002,Valid Votes,2582227,98.1,,2587100,98.3,,
SN,2002,Christian Democratic Union (CDU),956359,37.0,13,868167,33.6,0,13
SN,2002,Social Democratic Party of Germany (SPD),838614,32.5,4,861685,33.3,8,12
SN,2002,Free Democratic Party (F.D.P.),173297,6.7,0,187759,7.3,2,2
SN,2002,Alliance 90/The Greens,90379,3.5,0,119530,4.6,2,2
SN,2002,Party of Democratic Socialism (PDS),456823,17.7,0,418329,16.2,0,0
SN,2002,Schill Party for Germany,,,,31565,1.2,0,0
SN,2002,The Republicans,4504,0.2,0,26190,1.0,0,0
SN,2002,Others,62251,2.4,0,73875,2.9,0,0
