Region,Year,Party,FirstRoundVotes,FirstRoundVotesPercentage,SecondRoundVotes,SecondRoundVotesPercentage,SingleMemberSeats,ListVotes,ListVotesPercentage,ListSeats,NationalListSeats,TotalSeats
14,2010,Hungarian Democratic Forum (MDF),9494,1.5,-,-,0,17255,2.7,0,,0
14,2010,Others,12215,2.0,4310,7.9,0,11832,1.9,0,,0
15,2010,Registered Electors,261957,,-,,,261957,,,,
15,2010,Voters,160577,61.3,-,-,,160577,61.3,,,
15,2010,Invalid Ballots,2181,1.4,-,-,,1395,0.9,,,
15,2010,Valid Votes,158341,98.6,-,-,,159143,99.1,,,
15,2010,Fidesz-Hungarian Civic Union-KDNP,92914,58.7,-,-,6,94900,59.6,3,,9
15,2010,Hungarian Socialist Party (MSZP),31154,19.7,-,-,0,31418,19.7,1,,1
15,2010,Movement for a Better Hungary (Jobbik),21716,13.7,-,-,0,22652,14.2,1,,1
15,2010,Politics Can Be Different (LMP),3715,2.3,-,-,0,10173,6.4,0,,0
15,2010,Association for Somogy,7470,4.7,-,-,0,-,-,-,,0
15,2010,Hungarian Democratic Forum (MDF),1131,0.7,-,-,0,-,-,-,,0
15,2010,Others,241,0.2,-,-,0,-,-,-,,0
16,2010,Registered Electors,441089,,146016,,,441089,,,,
16,2010,Voters,278842,63.2,66385,45.5,,278842,63.2,,,
16,2010,Invalid Ballots,2617,0.9,331,0.5,,2074,0.7,,,
16,2010,Valid Votes,276159,99.1,66044,99.5,,276728,99.3,,,
16,2010,Fidesz-Hungarian Civic Union-KDNP,144557,52.3,36174,54.8,10,148980,53.8,5,,15
16,2010,Movement for a Better Hungary (Jobbik),63021,22.8,15990,24.2,0,65423,23.6,2,,2
16,2010,Hungarian Socialist Party (MSZP),44225,16.0,13880,21.0,0,41062,14.8,1,,1
16,2010,Politics Can Be Different (LMP),4064,1.5,-,-,0,7914,2.9,0,,0
16,2010,Hungarian Democratic Forum (MDF),1744,0.6,-,-,0,5016,1.8,0,,0
16,2010,Others,18548,6.7,-,-,0,8333,3.0,0,,0
17,2010,Registered Electors,193792,,-,,,193792,,,,
17,2010,Voters,119606,61.7,-,-,,119606,61.7,,,
17,2010,Invalid Ballots,1556,1.3,-,-,,947,0.8,,,
17,2010,Valid Votes,118005,98.7,-,-,,118617,99.2,,,
17,2010,Fidesz-Hungarian Civic Union-KDNP,70323,59.6,-,-,5,69604,58.7,3,,8
17,2010,Hungarian Socialist Party (MSZP),22384,19.0,-,-,0,21214,17.9,1,,1
17,2010,Movement for a Better Hungary (Jobbik),18738,15.9,-,-,0,18315,15.4,0,,0
17,2010,Politics Can Be Different (LMP),3777,3.2,-,-,0,6467,5.5,0,,0
17,2010,Hungarian Democratic Forum (MDF),1171,1.0,-,-,0,3017,2.5,0,,0
17,2010,MDF-SZDSZ joint candidates,951,0.8,-,-,0,-,-,-,,0
17,2010,Others,661,0.6,-,-,0,-,-,-,,0
18,2010,Registered Electors,212034,,-,,,212034,,,,
18,2010,Voters,140868,66.4,-,-,,140868,66.4,,,
18,2010,Invalid Ballots,1966,1.4,-,-,,1125,0.8,,,
18,2010,Valid Votes,138863,98.6,-,-,,139724,99.2,,,
18,2010,Fidesz-Hungarian Civic Union-KDNP,87880,63.3,-,-,5,87705,62.8,3,,8
18,2010,Hungarian Socialist Party (MSZP),26028,18.7,-,-,0,23699,17.0,1,,1
18,2010,Movement for a Better Hungary (Jobbik),18023,13.0,-,-,0,16888,12.1,0,,0
18,2010,Politics Can Be Different (LMP),3186,2.3,-,-,0,8907,6.4,0,,0
18,2010,Hungarian Democratic Forum (MDF),1109,0.8,-,-,0,-,-,-,,0
18,2010,Others,2637,1.9,-,-,0,2525,1.8,0,,0
19,2010,Registered Electors,295545,,-,,,295545,,,,
19,2010,Voters,191754,64.9,-,-,,191754,64.9,,,
19,2010,Invalid Ballots,2453,1.3,-,-,,1418,0.7,,,
19,2010,Valid Votes,189227,98.7,-,-,,190262,99.3,,,
19,2010,Fidesz-Hungarian Civic Union-KDNP,113716,60.1,-,-,7,108048,56.8,4,,11
19,2010,Hungarian Socialist Party (MSZP),39928,21.1,-,-,0,35779,18.8,1,,1
19,2010,Movement for a Better Hungary (Jobbik),26932,14.2,-,-,0,27897,14.7,1,,1
19,2010,Politics Can Be Different (LMP),7102,3.8,-,-,0,13601,7.1,0,,0
19,2010,Hungarian Democratic Forum (MDF),1549,0.8,-,-,0,4937,2.6,0,,0
20,2010,Registered Electors,236239,,-,,,236239,,,,
20,2010,Voters,150129,63.5,-,-,,150129,63.5,,,
20,2010,Invalid Ballots,1494,1.0,-,-,,1079,0.7,,,
20,2010,Valid Votes,148581,99.0,-,-,,149024,99.3,,,
20,2010,Fidesz-Hungarian Civic Union-KDNP,82831,55.7,-,-,5,85262,57.2,3,,8
20,2010,Movement for a Better Hungary (Jobbik),25545,17.2,-,-,0,25205,16.9,1,,1
20,2010,Hungarian Socialist Party (MSZP),27772,18.7,-,-,0,25107,16.8,1,,1
20,2010,Politics Can Be Different (LMP),4093,2.8,-,-,0,8646,5.8,0,,0
20,2010,Hungarian Democratic Forum (MDF),1774,1.2,-,-,0,3942,2.6,0,,0
20,2010,MDF-SZDSZ joint candidates,1398,0.9,-,-,0,-,-,-,,0
20,2010,Others,5168,3.5,-,-,0,862,0.6,0,,0
